meet_name,meet_url,event_number,event_name,is_relay,name,time,time_url
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Gavin Van Kersbergen,52.56,https://www.swimcloud.com/times/148088230/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Owen Znachowski,51.88,https://www.swimcloud.com/times/148088232/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Ethan Nus,52.00,https://www.swimcloud.com/times/148088185/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Nick Bruno,52.08,https://www.swimcloud.com/times/148088206/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Ronan White,52.37,https://www.swimcloud.com/times/148088197/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Alex Schuler,52.49,https://www.swimcloud.com/times/148088195/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Dylan Winthal,52.72,https://www.swimcloud.com/times/148088178/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,J. D. Gregory,52.82,https://www.swimcloud.com/times/148088220/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Billy DeWitt,53.43,https://www.swimcloud.com/times/148088234/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Max Johnston,53.56,https://www.swimcloud.com/times/148088172/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Peter Andrejczuk,53.71,https://www.swimcloud.com/times/148088164/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Connor Holland,51.79,https://www.swimcloud.com/times/148088228/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Deniz Ucku,52.04,https://www.swimcloud.com/times/148088208/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,James Bertrand,52.92,https://www.swimcloud.com/times/148088168/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Thomas Brown,53.24,https://www.swimcloud.com/times/148088182/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Talon Silverstein,53.60,https://www.swimcloud.com/times/148088180/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Cooper Zugelder,53.65,https://www.swimcloud.com/times/148088202/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Nick D'Anna,53.69,https://www.swimcloud.com/times/148088200/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Matthew Steinberg,53.86,https://www.swimcloud.com/times/148088189/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Austin Carducci,54.05,https://www.swimcloud.com/times/148088210/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Chris Lewis,55.32,https://www.swimcloud.com/times/148088218/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Isaih Francis,49.74,https://www.swimcloud.com/times/148088169/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Evan Creter,49.75,https://www.swimcloud.com/times/148088192/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Quinn Nelson,50.48,https://www.swimcloud.com/times/148088165/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Trevor Green,50.56,https://www.swimcloud.com/times/148088215/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Devin Rothman,50.73,https://www.swimcloud.com/times/148088175/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Alix Perras,50.90,https://www.swimcloud.com/times/148088160/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Owen Daniels,51.46,https://www.swimcloud.com/times/148088213/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Reid O'Connell,51.56,https://www.swimcloud.com/times/148088223/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Gavin Van Kersbergen,51.70,https://www.swimcloud.com/times/148088229/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Thomas Hellenthal,51.75,https://www.swimcloud.com/times/148088173/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Ethan Nus,51.94,https://www.swimcloud.com/times/148088184/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Owen Znachowski,52.07,https://www.swimcloud.com/times/148088231/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Nick Bruno,52.13,https://www.swimcloud.com/times/148088205/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Alex Schuler,52.38,https://www.swimcloud.com/times/148088194/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Ronan White,52.48,https://www.swimcloud.com/times/148088196/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Dylan Winthal,52.64,https://www.swimcloud.com/times/148088177/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Peter Andrejczuk,52.80,https://www.swimcloud.com/times/148088163/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Max Johnston,52.92,https://www.swimcloud.com/times/148088171/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Ian Miller,52.93,https://www.swimcloud.com/times/148088204/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Billy DeWitt,53.06,https://www.swimcloud.com/times/148088233/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,J. D. Gregory,53.15,https://www.swimcloud.com/times/148088219/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Connor Holland,53.17,https://www.swimcloud.com/times/148088227/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Austin Carducci,53.25,https://www.swimcloud.com/times/148088209/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,James Bertrand,53.27,https://www.swimcloud.com/times/148088167/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Thomas Brown,53.37,https://www.swimcloud.com/times/148088181/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Matthew Steinberg,53.39,https://www.swimcloud.com/times/148088188/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Nick D'Anna,53.56,https://www.swimcloud.com/times/148088199/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Cooper Zugelder,53.56,https://www.swimcloud.com/times/148088201/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Deniz Ucku,53.57,https://www.swimcloud.com/times/148088207/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Talon Silverstein,53.85,https://www.swimcloud.com/times/148088179/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Thomas Mackey,53.88,https://www.swimcloud.com/times/148088221/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Chris Lewis,54.04,https://www.swimcloud.com/times/148088217/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Landon Frederes,54.06,https://www.swimcloud.com/times/148088183/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Warren Peng,54.07,https://www.swimcloud.com/times/148088203/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Liam Blackwell,54.10,https://www.swimcloud.com/times/148088211/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Carlton Cabral,54.19,https://www.swimcloud.com/times/148088162/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Aiden Ramirez,54.35,https://www.swimcloud.com/times/148088222/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Maxwell Yao,54.50,https://www.swimcloud.com/times/148088225/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Zach Shields,54.53,https://www.swimcloud.com/times/148088226/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Linus Lin,55.22,https://www.swimcloud.com/times/148088212/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Mitchell Coen,55.54,https://www.swimcloud.com/times/148088190/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Connor Lajza,55.68,https://www.swimcloud.com/times/148088198/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Eric Czeremcha,56.30,https://www.swimcloud.com/times/148088187/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,10,100 Back Men,False,Chase Tuttle,1:03.23,https://www.swimcloud.com/times/148088186/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Noah Cakir,53.35,https://www.swimcloud.com/times/148087755/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,David Kushnirsky,53.95,https://www.swimcloud.com/times/148087710/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Andrew Koek,55.55,https://www.swimcloud.com/times/148087730/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Matthew Zhao,56.83,https://www.swimcloud.com/times/148087726/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Ben Hinds,57.74,https://www.swimcloud.com/times/148087735/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Aiden Agostini,57.97,https://www.swimcloud.com/times/148087761/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Liam Young,58.53,https://www.swimcloud.com/times/148087743/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Chris Sweeney,58.59,https://www.swimcloud.com/times/148087716/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Deklan McCarthy,58.65,https://www.swimcloud.com/times/148087739/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Ryan McDonald,58.71,https://www.swimcloud.com/times/148087705/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Troy Luley,58.48,https://www.swimcloud.com/times/148087737/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Michael Zhu,58.50,https://www.swimcloud.com/times/148087765/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Francesco Brillante,59.03,https://www.swimcloud.com/times/148087763/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kieran Lee,59.33,https://www.swimcloud.com/times/148087759/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Neil Adamski,59.46,https://www.swimcloud.com/times/148087703/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Matthew Simons,59.93,https://www.swimcloud.com/times/148087719/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Colin Stueber,59.94,https://www.swimcloud.com/times/148087770/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Calvin Braun,1:00.02,https://www.swimcloud.com/times/148087746/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Peilin Yang,1:00.02,https://www.swimcloud.com/times/148087708/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Justin Lerner,1:00.29,https://www.swimcloud.com/times/148087723/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Elijah Dobbs,59.21,https://www.swimcloud.com/times/148087753/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kyle Sundberg,59.83,https://www.swimcloud.com/times/148087741/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Anthony Sanchez,59.86,https://www.swimcloud.com/times/148087757/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Rocco Jabour,1:00.24,https://www.swimcloud.com/times/148087698/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Spencer Gilbert,1:00.32,https://www.swimcloud.com/times/148087696/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kosta Oluic,1:00.39,https://www.swimcloud.com/times/148087748/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Sun-Jin Shah,1:00.43,https://www.swimcloud.com/times/148087733/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Lucas Park,1:00.56,https://www.swimcloud.com/times/148087700/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Will Keating,1:00.73,https://www.swimcloud.com/times/148087692/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Brennan Morelli,1:00.93,https://www.swimcloud.com/times/148087714/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Noah Cakir,53.74,https://www.swimcloud.com/times/148087754/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,David Kushnirsky,54.69,https://www.swimcloud.com/times/148087709/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Andrew Koek,55.47,https://www.swimcloud.com/times/148087729/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Matthew Zhao,57.23,https://www.swimcloud.com/times/148087725/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Aiden Agostini,57.45,https://www.swimcloud.com/times/148087760/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Ryan McDonald,57.69,https://www.swimcloud.com/times/148087704/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Chris Sweeney,58.05,https://www.swimcloud.com/times/148087715/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Ben Hinds,58.27,https://www.swimcloud.com/times/148087734/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Liam Young,58.53,https://www.swimcloud.com/times/148087742/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Deklan McCarthy,58.60,https://www.swimcloud.com/times/148087738/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Michael Zhu,58.64,https://www.swimcloud.com/times/148087764/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Calvin Braun,58.76,https://www.swimcloud.com/times/148087745/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Francesco Brillante,58.87,https://www.swimcloud.com/times/148087762/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Justin Lerner,59.13,https://www.swimcloud.com/times/148087722/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Peilin Yang,59.15,https://www.swimcloud.com/times/148087707/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Troy Luley,59.35,https://www.swimcloud.com/times/148087736/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Matthew Simons,59.41,https://www.swimcloud.com/times/148087718/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kieran Lee,59.44,https://www.swimcloud.com/times/148087758/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Colin Stueber,59.53,https://www.swimcloud.com/times/148087769/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Neil Adamski,59.58,https://www.swimcloud.com/times/148087702/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Anthony Sanchez,59.63,https://www.swimcloud.com/times/148087756/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kyle Sundberg,59.82,https://www.swimcloud.com/times/148087740/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Spencer Gilbert,59.85,https://www.swimcloud.com/times/148087695/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Sun-Jin Shah,59.94,https://www.swimcloud.com/times/148087732/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Brennan Morelli,1:00.01,https://www.swimcloud.com/times/148087713/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Rocco Jabour,1:00.15,https://www.swimcloud.com/times/148087697/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kosta Oluic,1:00.28,https://www.swimcloud.com/times/148087747/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Will Keating,1:00.35,https://www.swimcloud.com/times/148087691/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Elijah Dobbs,1:00.36,https://www.swimcloud.com/times/148087752/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Lucas Park,1:00.46,https://www.swimcloud.com/times/148087699/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Seth Stucke,1:00.52,https://www.swimcloud.com/times/148087721/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Derin Karadeniz,1:00.60,https://www.swimcloud.com/times/148087694/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Ben Courtney,1:00.67,https://www.swimcloud.com/times/148087766/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Joey Crisco,1:00.71,https://www.swimcloud.com/times/148087701/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Justin Sulik,1:00.74,https://www.swimcloud.com/times/148087750/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Kyle Kim,1:00.74,https://www.swimcloud.com/times/148087724/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Issac Chen,1:00.79,https://www.swimcloud.com/times/148087749/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Caiden Chang,1:00.84,https://www.swimcloud.com/times/148087717/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Martino Shattuck,1:00.90,https://www.swimcloud.com/times/148087728/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Sergei Boudreau,1:01.07,https://www.swimcloud.com/times/148087768/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Brady Garcia,1:01.10,https://www.swimcloud.com/times/148087727/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Badr Aly,1:01.16,https://www.swimcloud.com/times/148087767/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Nick Napoli,1:01.18,https://www.swimcloud.com/times/148087744/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Hamza Attuwaybi,1:01.31,https://www.swimcloud.com/times/148087771/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Xander Sohng,1:01.34,https://www.swimcloud.com/times/148087706/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Sam Button,1:01.43,https://www.swimcloud.com/times/148087751/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Liam Farrell,1:02.27,https://www.swimcloud.com/times/148087693/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Dariusz Sargent,1:02.35,https://www.swimcloud.com/times/148087720/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Henry Ma,1:03.92,https://www.swimcloud.com/times/148087731/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Liam Coen,1:04.17,https://www.swimcloud.com/times/148087712/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,11,100 Breast Men,False,Wyatt Slate,1:08.32,https://www.swimcloud.com/times/148087711/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Saint Anthony's (A),3:04.64,https://www.swimcloud.com/times/148088514/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Frewsburg (A),3:04.73,https://www.swimcloud.com/times/148088482/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Wlmsvl East (A),3:08.23,https://www.swimcloud.com/times/148088530/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Mcquaid Jesuit (A),3:08.57,https://www.swimcloud.com/times/148088500/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,CBATroyColumbia (A),3:11.54,https://www.swimcloud.com/times/148088478/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Saratoga (NY) (A),3:12.72,https://www.swimcloud.com/times/148088516/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Maine Endwell (A),3:12.76,https://www.swimcloud.com/times/148088496/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Syosset Senior (A),3:12.82,https://www.swimcloud.com/times/148088526/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Fox Lane-JohnJay (A),3:13.21,https://www.swimcloud.com/times/148088480/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Huntington/HF/WW/JG Co-Op (A),3:13.36,https://www.swimcloud.com/times/148088492/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Pittsford (A),3:12.79,https://www.swimcloud.com/times/148088510/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Mamaroneck (A),3:14.61,https://www.swimcloud.com/times/148088498/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Bellmore-Merrick (A),3:15.04,https://www.swimcloud.com/times/148088474/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Herricks (A),3:15.73,https://www.swimcloud.com/times/148088488/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,New Hartford (A),3:16.45,https://www.swimcloud.com/times/148088502/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Shenendehowa (A),3:16.61,https://www.swimcloud.com/times/148088520/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Stuyvesant (A),3:16.95,https://www.swimcloud.com/times/148088522/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Newburgh Free (A),3:17.60,https://www.swimcloud.com/times/148088504/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Webster (A),3:18.32,https://www.swimcloud.com/times/148088528/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Byram Hills-PVW (A),3:18.95,https://www.swimcloud.com/times/148088476/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Suffern Senior (A),3:17.03,https://www.swimcloud.com/times/148088524/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Wlmsvl North (A),3:17.83,https://www.swimcloud.com/times/148088532/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Pine Bush (A),3:17.99,https://www.swimcloud.com/times/148088508/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Orchard Park (A),3:18.61,https://www.swimcloud.com/times/148088506/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Scarsdale Senior (A),3:18.68,https://www.swimcloud.com/times/148088518/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Horace Greeley (A),3:18.83,https://www.swimcloud.com/times/148088490/
NYSPHSAA Boys Federation Championship,https://www.swimcloud.com/results/307921/,12,400 Free Relay Men,True,Jericho (A),3:19.14,https://www.swimcloud.com/times/148088494/
